id,title,company,experience,salary,location,description,url,role,skills,posted_date,posted_date_cleaned,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
454,Lead AI Engineer,Hitachi Vantara,7 - 12 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, India",read more,https://www.naukri.com/job-listings-lead-ai-engineer-hitachi-vantara-india-pvt-ltd-india-7-to-12-years-200625923063,AI Engineer,N/A,1 week ago,2025-06-24,,,,9.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
455,Generative AI Engineer,TETRAHED INDIA Private LIMITED,3 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-generative-ai-engineer-tetrahed-india-private-limited-hyderabad-3-to-6-years-240625932363,AI Engineer,N/A,6 days ago,2025-06-25,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
456,AI Engineer,Stack Digital,3 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-stack-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-180625500906,AI Engineer,"GCP, Cloud, data governance, Deployment, Transformers, data privacy, Natural language processing, Management, AWS, Monitoring",1 week ago,2025-06-24,,,,4.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Gcp, Cloud, Data Governance, Deployment, Transformers, Data Privacy, Natural Language Processing, Management, Aws, Monitoring"
457,AI Engineer,Rarr Technologies,4 - 6 years,Not Disclosed,Remote,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-rarr-technologies-remote-4-to-6-years-250625503528,AI Engineer,"data science, Machine learning, Deployment, Python",5 days ago,2025-06-26,,,,5.0,Remote,"Data Science, Machine Learning, Deployment, Python"
458,Generative AI Engineer,Posted by Careernet,4 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram","Key Skills: Machine Learning, Core Java,",https://www.naukri.com/job-listings-generative-ai-engineer-careernet-gurugram-4-to-8-years-230625002092,AI Engineer,N/A,1 week ago,2025-06-24,,,,6.0,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
459,AI Engineer,Cradlepoint,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-cradlepoint-kolkata-5-to-10-years-260625502273,AI Engineer,"Computer science, github, Usage, data science, Machine learning, Programming, Data processing, model development, AWS, Python",4 days ago,2025-06-27,,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Github, Usage, Data Science, Machine Learning, Programming, Data Processing, Model Development, Aws, Python"
460,AI Engineer,SS&C Technologies,4 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai, Hyderabad, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-ss-c-technologies-mumbai-hyderabad-pune-4-to-9-years-280625500646,AI Engineer,"Process automation, Automation, C, Workflow, Healthcare, JSON, Financial services, Python, Recruitment, Auditing",2 days ago,2025-06-29,,,,6.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Process Automation, Automation, C, Workflow, Healthcare, Json, Financial Services, Python, Recruitment, Auditing"
461,AI Engineer || 12 Lakhs CTC,Posted by Vcloud Technologies Investment,7 - 9 years,12 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad( Banjara hills )","Dear Candidate,",https://www.naukri.com/job-listings-ai-engineer-12-lakhs-ctc-vcloud-technologies-investment-hyderabad-7-to-9-years-270625013227,AI Engineer,N/A,4 days ago,2025-06-27,1200000.0,1200000.0,1200000.0,8.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
462,AI Engineer || 12 Lakhs CTC,Posted by Vcloud Technologies Investment,6 - 7 years,12 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad( Banjara hills )","Dear Candidate,",https://www.naukri.com/job-listings-ai-engineer-12-lakhs-ctc-vcloud-technologies-investment-hyderabad-6-to-7-years-240625015273,AI Engineer,N/A,1 week ago,2025-06-24,1200000.0,1200000.0,1200000.0,6.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
463,GEN AI ENGINEER,Posted by MLAI Digital,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-gen-ai-engineer-mlai-digital-hyderabad-3-to-5-years-250625906711,AI Engineer,N/A,6 days ago,2025-06-25,,,,4.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
464,Generative AI Engineer,Evnek,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai, New Delhi, Bengaluru",We are looking for a talented and driven Generative AI Engineer with 3 years of experience to join our AI team.,https://www.naukri.com/job-listings-generative-ai-engineer-evnek-mumbai-new-delhi-bengaluru-3-to-5-years-230625914670,AI Engineer,N/A,1 week ago,2025-06-24,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
465,Principal AI Engineer,Avant Garde,8 - 13 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-principal-ai-engineer-avant-garde-corporate-services-private-limited-bengaluru-8-to-13-years-200625915747,AI Engineer,N/A,1 week ago,2025-06-24,,,,10.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
466,Gen AI Engineer,Connected Value Health Solutions,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Coimbatore",,https://www.naukri.com/job-listings-gen-ai-engineer-connected-value-health-solutions-coimbatore-2-to-5-years-011124005305,AI Engineer,N/A,1 week ago,2025-06-24,,,,3.5,"Chennai, Coimbatore, Delhi, Hyderabad, Mumbai, Pune",
467,Prompt Engineer & Generative AI Specialist,HCLTech,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",Prompt Engineer & Generative AI Specialist (2-5 Years Experience - can be less experience too),https://www.naukri.com/job-listings-prompt-engineer-generative-ai-specialist-hcl-software-pune-2-to-5-years-270625029567,AI Engineer,N/A,3 days ago,2025-06-28,,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
468,AI Engineer,Getsetyo,2 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-getsetyo-bengaluru-2-to-8-years-190625502560,AI Engineer,"elastic search, kubernetes, cd, python, transformers, java, engineeringartificial intelligence, docker",1 week ago,2025-06-24,,,,5.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Elastic Search, Kubernetes, Cd, Python, Transformers, Java, Engineeringartificial Intelligence, Docker"
469,AI Engineer,GSR Business Services,3 - 7 years,10-13 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",,https://www.naukri.com/job-listings-ai-engineer-gsr-business-services-bengaluru-3-to-7-years-160625022337,AI Engineer,N/A,2 weeks ago,2025-06-17,1000000.0,1300000.0,1150000.0,5.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
470,AI Engineer,Magellanic Cloud,6 - 11 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad, Gurugram, Bengaluru","Role Overview  We are seeking a highly skilled AI Engineer with 8-12 years of experience to lead the development of Generative AI (GenAI) and Machine learning solutions for internal projects. This role requires a self-driven leader with exceptional communication, strategic thinking, and expertise in data analytics and visualization to deliver innovative GenAI tools tailored to internal team needs while driving cross-functional collaboration.  Key Responsibilities  - GenAI Development: Design and develop advanced GenAI models (e.g., LLMs, DALL E models) and AI Agents to automate internal tasks and workflows. Exposure to LLMs: Utilize Azure Open AI APIs, experience on models like GPT4o, O3 , llama3 Enhance the existing RAG based application: In depth understanding of stages of RAG - chunking, retrieval etc.",https://www.naukri.com/job-listings-ai-engineer-magellanic-cloud-hyderabad-gurugram-bengaluru-6-to-11-years-190625028346,AI Engineer,N/A,1 week ago,2025-06-24,,,,8.5,"Bengaluru, Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
471,AI Engineer,Volt Money,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-volt-money-bengaluru-3-to-5-years-170625501913,AI Engineer,"Product management, Automation, orchestration, GCP, Debugging, Workflow, Customer support, Risk management, Operations, Python",1 week ago,2025-06-24,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Product Management, Automation, Orchestration, Gcp, Debugging, Workflow, Customer Support, Risk Management, Operations, Python"
472,Gen AI Engineer,Inumellas Consultancy Services,5 - 8 years,15-25 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad, Pune, Bengaluru",Required Candidate profile,https://www.naukri.com/job-listings-gen-ai-engineer-inumellas-consultancy-services-hyderabad-pune-bengaluru-5-to-8-years-280525021569,AI Engineer,N/A,1 day ago,2025-06-30,1500000.0,2500000.0,2000000.0,6.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
473,Gen-AI Engineer,Posted by IDESLABS PRIVATE LIMITED,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-gen-ai-engineer-ideslabs-private-limited-bengaluru-3-to-8-years-270625914325,AI Engineer,N/A,4 days ago,2025-06-27,,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
474,Generative AI Engineer,Posted by Acesoft Labs,3 - 6 years,10-13 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru","Hi all,",https://www.naukri.com/job-listings-generative-ai-engineer-acesoft-labs-bengaluru-3-to-6-years-170625009568,AI Engineer,N/A,2 weeks ago,2025-06-17,1000000.0,1300000.0,1150000.0,4.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
475,Generative AI Engineer,Posted by Black And White Business Solutions,8 - 13 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",About Client,https://www.naukri.com/job-listings-generative-ai-engineer-black-and-white-business-solutions-bengaluru-8-to-13-years-180625015522,AI Engineer,N/A,1 week ago,2025-06-24,,,,10.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
476,Jr. AI Engineer,Ignitho,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",,https://www.naukri.com/job-listings-jr-ai-engineer-ignitho-chennai-2-to-5-years-230625009705,AI Engineer,N/A,1 week ago,2025-06-24,,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
477,Generative AI Engineer,TETRAHED INDIA Private LIMITED,3 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai","Position Summary :The AI Engineer with GenAI expertise is responsible for developing advanced technical solutions and integrating cutting-edge generative AI technologies.This role requires a foundational understanding of modern technical and cloud-native practices, AI, DevOps, and machine learning technologies, particularly in generative models.You will support a wide range of customers through the ""Ideation to MVP"" journey, demonstrating enthusiasm for learning and contributing to project success.Mandatory Skills & Experience :- A passionate developer with 3+ years of experience in Java, Python, and Kubernetes, comfortable working as part of a paired/balanced team.- Foundational experience in software development, with exposure to AI/ML technologies.- Proficiency in GenAI frameworks : Experienced in using GenAI frameworks and libraries such as OpenAI API.- Prompt engineering : Experience in designing and optimizing prompts for various AI models to achieve desired outputs and improve model performance.- Experience developing solutions that leverage cloud-native technologies-featuring container-based, microservices-based approaches; based on applying 12-factor principles to application engineering.- Strong verbal and written communication skills (English).- Positive and solution-oriented mindset.- Experience delivering Agile and Scrum projects in a Jira-based project management environment.Desired Skills & Experience :- Understanding of NLP techniques and tools, including tokenization, embeddings, transformers, and language models.- AI ethics and bias mitigation: Knowledgeable about ethical considerations in AI and experienced in implementing strategies to mitigate bias in AI models.- Knowledgeable about vector databases, LLMs, and integrating with such models.- Proficient with Kubernetes and other cloud-native technologies, including experience with commercial Kubernetes distributions (e.g, Red Hat OpenShift, VMware Tanzu, Google Anthos, Azure AKS, Amazon EKS, Google GKE).- Understanding of core practices including DevOps, SRE, Agile, Scrum, Domain-Driven Design, and familiarity with the CNCF open-source community.- Recognized with cloud and technical certifications, ideally including AI/ML specializations from providers like Google, Microsoft, AWS, Linux Foundation, IBM, or Red Hat.Verifiable Certification :- At least one recognized cloud professional / developer certification (AWS/Google/Microsoft).Key Responsibilities :- Develop solutions leveraging GenAI technologies, integrating advanced AI capabilities into cloud-native architectures to enhance system functionality and scalability.- Lead the design and implementation of GenAI-driven applications, ensuring seamless integration with microservices and container-based environments.- Create solutions that fully leverage the capabilities of modern microservice and container-based environments running in public, private, and hybrid clouds.- Contribute to HCL thought leadership across the Cloud Native domain with an expert understanding of open-source technologies (e.g, Kubernetes/CNCF) and partner technologies.- Collaborate on joint technical projects with partners, including Google, Microsoft, AWS, IBM, Red Hat, Intel, Cisco, and Dell/VMware.Service Delivery :- Engineer innovative GenAI solutions from ideation to MVP, ensuring high performance and reliability within cloud-native frameworks.- Optimize AI models for deployment in cloud environments, balancing efficiency and effectiveness to meet client requirements and industry standards.- Assess existing complex solutions and recommend appropriate technical treatments to transform applications with cloud-native/12-factor characteristics.- Refactor existing solutions to implement a microservices-based architecture.Client Relationships :- Provide expert guidance to clients on incorporating GenAI and machine learning into their cloud-native systems, ensuring best practices and strategic alignment with business goals.- Conduct workshops and briefings to educate clients on the benefits and applications of GenAI, establishing strong, trust-based relationships.- Perform a trusted advisor role, contributing to technical projects (PoCs and MVPs) with a strong focus on technical excellence and on-time delivery.",https://www.naukri.com/job-listings-generative-ai-engineer-tetrahed-india-private-limited-chennai-3-to-6-years-230625916405,AI Engineer,N/A,1 week ago,2025-06-24,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
478,Generative AI Engineer,Info Services,5 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad, Chennai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-generative-ai-engineer-info-services-hyderabad-chennai-5-to-7-years-190625912489,AI Engineer,N/A,1 week ago,2025-06-24,,,,6.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
479,Immediate Openings For AI Engineer,Consolidated Analytics,5 - 10 years,12-22 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",Job Title : AI Engineer,https://www.naukri.com/job-listings-immediate-openings-for-ai-engineer-consolidated-analytics-chennai-5-to-10-years-190625030404,AI Engineer,N/A,1 week ago,2025-06-24,1200000.0,2200000.0,1700000.0,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
480,Lead AI Engineer,Hitachi Digital Services,4 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-lead-ai-engineer-hitachi-digital-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-7-years-280425504830,AI Engineer,", python, c++, java, gcp, model development, microsoft azure, communication skills",3+ weeks ago,2025-06-10,,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Python, C++, Java, Gcp, Model Development, Microsoft Azure, Communication Skills"
481,Junior Generative AI engineer,Rsvr Technologies,1 - 2 years,3-5.5 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Noida, Indore",Role & responsibilities,https://www.naukri.com/job-listings-junior-generative-ai-engineer-rsvr-technologies-noida-indore-1-to-2-years-160625021040,AI Engineer,N/A,2 weeks ago,2025-06-17,300000.0,550000.0,425000.0,1.5,"Chennai, Delhi, Hyderabad, Indore, Mumbai, Noida, Pune",
482,Gen AI Engineer,Ideyalabs Tech,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad","We are seeking a passionate and driven Generative AI Engineer to design, develop, and deploy innovative AI applications using Large Language Models (LLMs). The ideal candidate will have hands-on experience with prompt engineering, Python programming, and foundational knowledge of AI orchestration frameworks like LangChain and LangGraph. Experience with the Model Context Protocol (MCP) is a significant advantage. You will work closely with senior AI engineers and cross-functional teams to bring cutting-edge generative AI solutions to life",https://www.naukri.com/job-listings-gen-ai-engineer-ideyalabs-tech-hyderabad-1-to-3-years-170625027474,AI Engineer,N/A,1 week ago,2025-06-24,,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
483,AI Engineer,Novel Office,0 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-novel-office-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-290525504511,AI Engineer,"Computer science, Computer vision, Automation, Prototype, Web technologies, data science, Opencv, Machine learning, Python, Scripting",3+ weeks ago,2025-06-10,,,,1.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Computer Vision, Automation, Prototype, Web Technologies, Data Science, Opencv, Machine Learning, Python, Scripting"
484,Gen AI Engineer,Ideyalabs Tech,3 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-gen-ai-engineer-ideyalabs-hyderabad-3-to-6-years-180625501821,AI Engineer,"Computer science, Prototype, GCP, Artificial Intelligence, Machine learning, Transformers, Application development, microsoft, SQL, Python",1 week ago,2025-06-24,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Prototype, Gcp, Artificial Intelligence, Machine Learning, Transformers, Application Development, Microsoft, Sql, Python"
485,Generative AI Engineer,Easemytrip,1 - 4 years,10-20 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",About the Role:,https://www.naukri.com/job-listings-generative-ai-engineer-easemytrip-com-gurugram-1-to-4-years-120525010837,AI Engineer,N/A,4 days ago,2025-06-27,1000000.0,2000000.0,1500000.0,2.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
486,AI Engineer Experienced,Reizend It Consultants,2 - 5 years,5-11 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Thiruvananthapuram",,https://www.naukri.com/job-listings-ai-engineer-experienced-reizend-it-consultants-thiruvananthapuram-2-to-5-years-240425014455,AI Engineer,N/A,1 week ago,2025-06-24,500000.0,1100000.0,800000.0,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune, Thiruvananthapuram",
487,AI Engineer || 12 Lakhs CTC,Posted by Vcloud Technologies Investment,5 - 8 years,12 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad( Banjara hills )","Dear Candidate,",https://www.naukri.com/job-listings-ai-engineer-12-lakhs-ctc-vcloud-technologies-investment-hyderabad-5-to-8-years-210625008605,AI Engineer,N/A,1 week ago,2025-06-24,1200000.0,1200000.0,1200000.0,6.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
488,Generative AI Engineer,Docuswift Solutions,3 - 5 years,9-9.6 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",,https://www.naukri.com/job-listings-generative-ai-engineer-docuswift-solutions-hyderabad-3-to-5-years-300625026027,AI Engineer,N/A,1 day ago,2025-06-30,900000.0,960000.0,930000.0,4.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
489,AI Engineer || 12 Lakhs CTC,Posted by Vcloud Technologies Investment,6 - 8 years,12 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad( Banjara hills )","Dear Candidate,",https://www.naukri.com/job-listings-ai-engineer-12-lakhs-ctc-vcloud-technologies-investment-hyderabad-6-to-8-years-230625011812,AI Engineer,N/A,1 week ago,2025-06-24,1200000.0,1200000.0,1200000.0,7.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
490,AI Engineer || 12 Lakhs CTC,Posted by Vcloud Technologies Investment,7 - 10 years,12 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad( Banjara hills )","Dear Candidate,",https://www.naukri.com/job-listings-ai-engineer-12-lakhs-ctc-vcloud-technologies-investment-hyderabad-7-to-10-years-200625010073,AI Engineer,N/A,1 week ago,2025-06-24,1200000.0,1200000.0,1200000.0,8.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
491,AI Engineer,Fission Labs,3 - 8 years,15-25 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",Company Name - Fission Labs,https://www.naukri.com/job-listings-ai-engineer-fission-labs-hyderabad-3-to-8-years-100625030417,AI Engineer,N/A,1 week ago,2025-06-24,1500000.0,2500000.0,2000000.0,5.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
